Name,Team,Sport,num_medals,Gold_Medals,Silver_Medals,Bronze_Medals
"Dwyane Tyrone Wade  Jr.","United States",Basketball,2,1,0,1
"Alyson Kay "Aly"" Wagner (-Eyre)"","United States",Football,2,2,0,0
"Klaus Wagner",Germany,Equestrianism,2,0,2,0
"Sandra Wagner-Sachse",Germany,Archery,2,0,1,1
"Wolfram Waibel  Jr.",Austria,Shooting,2,0,1,1
"Richard Donald "Rusty"" Wailes"","United States",Rowing,2,2,0,0
"Erick Wainaina",Kenya,Athletics,2,0,1,1
"Jadwiga Wajs-Marcinkiewicz (-Grtkiewicz)",Poland,Athletics,2,0,1,1
"Tadeusz Walasek",Poland,Boxing,2,0,1,1
"Stanisawa Walasiewicz (-Walsh  -Olson)",Poland,Athletics,2,1,1,0
"Keshorn Walcott","Trinidad and Tobago",Athletics,2,1,0,1
"Jan-Ove Waldner",Sweden,"Table Tennis",2,1,1,0
"Walewska Moreira de Oliveira",Brazil,Volleyball,2,1,0,1
"Ian James Walker","Great Britain",Sailing,2,0,2,0
"Lyndsay Wall","United States","Ice Hockey",2,0,1,1
"Wallace Leandro de Souza",Brazil,Volleyball,2,1,1,0
"Frank Laird Waller","United States",Athletics,2,0,2,0
"Bengt Christer Wallin",Sweden,Swimming,2,0,2,0
"Maria Magdalena Wallin-Forsberg",Sweden,Biathlon,2,0,0,2
"Josef Walter",Switzerland,Gymnastics,2,0,2,0
"Steffi Walter-Martin","East Germany",Luge,2,2,0,0
"Mats Stefan Waltin",Sweden,"Ice Hockey",2,0,0,2
"Gottlob Friedrich Walz",Germany,Diving,2,1,0,1
"Mary Abigail "Abby"" Wambach"","United States",Football,2,2,0,0
"Wang Haibin",China,Fencing,2,0,2,0
"Wang Hui-Gyeong","South Korea",Archery,2,1,1,0
"Wang Jue Gu",Singapore,"Table Tennis",2,0,1,1
"Wang Junxia",China,Athletics,2,1,1,0
"Wang Lina",China,Volleyball,2,1,1,0
"Wang Nan",China-1,"Table Tennis",2,2,0,0
"Wang Tao",China-1,"Table Tennis",2,1,1,0
"Wang Xin (Ruoxue-)",China,Diving,2,1,0,1
"Wang Zhen",China,Athletics,2,1,0,1
"Andreas Wank",Germany,"Ski Jumping",2,1,1,0
"Rebecca Claire "Becca"" Ward"","United States",Fencing,2,0,0,2
"Catherine Ward",Canada,"Ice Hockey",2,2,0,0
"Kenneth Christopher "Ken"" Wark"",Australia,Hockey,2,0,1,1
"Heike Warnicke (Schalling-  -Sinaki)",Germany,"Speed Skating",2,0,2,0
"Philip Waruinge",Kenya,Boxing,2,0,1,1
"Stephan Waser",Switzerland-1,Bobsleigh,2,0,0,2
"Markus Wasmeier",Germany,"Alpine Skiing",2,2,0,0
"Natasha Watley","United States",Softball,2,1,1,0
"Kathryn Anne "Kathy"" Watt"",Australia,Cycling,2,1,1,0
"Quincy Dushawn Watts","United States",Athletics,2,2,0,0
"Rudolf Watzl",Austria,Wrestling,2,1,0,1
"Chrtien Andr Waydelich",France,Croquet,2,1,0,1
"Marshall Wayne","United States",Diving,2,1,1,0
"Teresa Gaye Weatherspoon","United States",Basketball,2,1,0,1
"Sarah Kathleen Webb (-Gosling)","Great Britain",Sailing,2,2,0,0
"Christiane Weber (-Bellmann)","West Germany",Fencing,2,2,0,0
"Judith "Jutta"" Weber (-Meeuw)"","West Germany",Swimming,2,0,0,2
"Shea Michael Weber",Canada,"Ice Hockey",2,2,0,0
"Garrett Weber-Gale","United States",Swimming,2,2,0,0
"Robert David "Bob"" Webster"","United States",Diving,2,2,0,0
"Heinz-Helmut Wehling","East Germany",Wrestling,2,0,1,1
"Mariechen M. Wehselau (-Jackson)","United States",Swimming,2,1,1,0
"Wei Ning",China,Shooting,2,0,2,0
"Wei Qiuyue",China,Volleyball,2,1,0,1
"Andrew Weibrecht","United States","Alpine Skiing",2,0,1,1
"Konrad Weichert","East Germany",Sailing,2,0,1,1
"Ronald Weigel","East Germany",Athletics,2,0,2,0
"Liane Weigelt-Buhr","East Germany",Rowing,2,2,0,0
"Johannes-Maximilian "Max"" Weinhold"",Germany,Hockey,2,2,0,0
"Rupert Weinstabl",Austria,Canoeing,2,0,1,1
"Konrad Weise","East Germany",Football,2,1,0,1
"Tibor Weienborn",Germany,Hockey,2,1,0,1
"Jens Weiflog","East Germany","Ski Jumping",2,1,1,0
"Jens Weiflog",Germany,"Ski Jumping",2,2,0,0
"Paula Jo Weishoff (-Hanold)","United States",Volleyball,2,0,1,1
"Abbey Weitzeil","United States",Swimming,2,1,1,0
"Stuart Welch",Australia,Rowing,2,0,1,1
"Francis William Charles "Frank"" Weldon"","Great Britain",Equestrianism,2,1,0,1
"Allan Wipper Wells","Great Britain",Athletics,2,1,1,0
"Miriam Welte",Germany,Cycling,2,1,0,1
"Phillipp Wende",Germany,Rowing,2,2,0,0
"Kristen Elizabeth "Krissy"" Wendell (-Pohl)"","United States","Ice Hockey",2,0,1,1
"Dieter Wendisch","East Germany",Rowing,2,2,0,0
"Lauren Ashley Wenger (-Trapani)","United States","Water Polo",2,1,1,0
"Egbert Rolf "Erben"" Wennemars"",Netherlands,"Speed Skating",2,0,0,2
"Friedhelm Wentzke",Germany,Canoeing,2,1,1,0
"Andreas "Andi"" Wenzel"",Liechtenstein,"Alpine Skiing",2,0,1,1
"Lajos Werkner",Hungary,Fencing,2,2,0,0
"Marianne Werner (Schulze-Entrup-  -Ader)",Germany,Athletics,2,0,1,1
"Benjamin We",Germany,Hockey,2,2,0,0
"Seth Benjamin Wescott","United States",Snowboarding,2,2,0,0
"Christopher Wesley",Germany,Hockey,2,1,0,1
"Michael "Mike"" West"",Canada,Swimming,2,0,1,1
"Edvard Vilhelm Westerlund",Finland,Wrestling,2,1,0,1
"Hans Rolf Wetterstrm",Sweden,Canoeing,2,1,1,0
"Jacob "Jake"" Wetzel"",Canada,Rowing,2,1,1,0
"Lindsay Marie Whalen","United States",Basketball,2,2,0,0
"Fatima N. (Fatma-) Whitbread (Vedad-  -Norman)","Great Britain",Athletics,2,0,1,1
"Albert Cosad "Al"" White"","United States",Diving,2,2,0,0
"Nicola White","Great Britain",Hockey,2,1,0,1
"Rodney E. "Rod"" White"","United States",Archery,2,1,0,1
"Shaun Roger White","United States",Snowboarding,2,2,0,0
"Tarnee Renee White (-Southwell)",Australia,Swimming,2,1,1,0
"Wilfrid Harry "Wilf"" White"","Great Britain",Equestrianism,2,1,0,1
"Willye Brown White","United States",Athletics,2,0,2,0
"Beverley Joy Whitfield",Australia,Swimming,2,1,0,1
"Simon St. Quentin Whitfield",Canada,Triathlon,2,1,1,0
"Herman Frasch Whiton",Llanoria,Sailing,2,2,0,0
"Jennifer Hazel "Jenny"" Whittle"",Australia,Basketball,2,0,1,1
"Rosemarie Whyte",Jamaica,Athletics,2,0,0,2
"Sharon Lynn Wichman (-Jones)","United States",Swimming,2,1,0,1
"Herbert Wiedermann",Austria,Canoeing,2,0,0,2
"Jrgen Wiefel","East Germany",Shooting,2,0,2,0
"Frank Wieneke","West Germany",Judo,2,1,1,0
"Paul Wiesner",Aschenbrodel,Sailing,2,1,1,0
"Hazel Virginia Wightman (Hotchkiss-)","United States-1",Tennis,2,2,0,0
"Henri Jacob Marie Wijnoldy-Danils",Netherlands,Fencing,2,0,0,2
"Axel Theodor Wikstrm",Sweden,"Cross Country Skiing",2,0,2,0
"Victor Ivan "Vic"" Wild"",Russia,Snowboarding,2,2,0,0
"George Ellsworth Wiley","United States",Cycling,2,0,1,1
"Marina Wilke (-Jhrling)","East Germany",Rowing,2,2,0,0
"Rodney Adolphus Wilkes","Trinidad and Tobago",Weightlifting,2,0,1,1
"Mac Maurice Wilkins","United States",Athletics,2,1,1,0
"George Wilkinson","Great Britain","Water Polo",2,2,0,0
"Rhian Emilie Wilkinson",Canada,Football,2,0,0,2
"Victor Willems",Belgium,Fencing,2,1,0,1
"Laura Eveline "Laurien"" Willemse (-Gales)"",Netherlands,Hockey,2,1,0,1
"Christa Lee Williams","United States",Softball,2,2,0,0
"Deron Michael Williams","United States",Basketball,2,2,0,0
"Lauryn Chenet Williams","United States",Athletics,2,1,1,0
"Percy Alfred Williams",Canada,Athletics,2,2,0,0
"Randel Lavelle "Randy"" Williams"","United States",Athletics,2,1,1,0
"Robert W. Williams  Jr.","United States",Archery,2,0,2,0
"Serena Jamika Williams","United States",Tennis,2,2,0,0
"Stephen David "Steve"" Williams"","Great Britain",Rowing,2,2,0,0
"Venus Ebony Starr Williams","United States",Tennis,2,2,0,0
"Venus Ebony Starr Williams","United States-1",Tennis,2,1,1,0
"Bernard Rollen Williams  III","United States",Athletics,2,1,1,0
"Nicholas Ian "Nick"" Willis"","New Zealand",Athletics,2,0,1,1
"Craig Martin Wilson","United States","Water Polo",2,0,2,0
"David Dennis "Dave"" Wilson"","United States",Swimming,2,1,1,0
"Harold Allan Wilson","Great Britain",Athletics,2,1,1,0
"James Wilson","Great Britain",Athletics,2,0,1,1
"Lindsay Edward "Lew"" Wilson"","New Zealand",Rowing,2,1,0,1
"Madison "Madi"" Wilson"",Australia,Swimming,2,1,1,0
"Walter Winans","United States",Shooting,2,1,1,0
"Lus Carlos Coelho Winck",Brazil,Football,2,0,2,0
"Elsie Windes","United States","Water Polo",2,1,1,0
"Konrad Winkler","East Germany","Nordic Combined",2,0,0,2
"Kasper Winther Jrgensen",Denmark,Rowing,2,0,1,1
"Konrad Wirnhier","West Germany",Shooting,2,1,0,1
"Katarina Witt","East Germany","Figure Skating",2,2,0,0
"Henry Wittenberg","United States",Wrestling,2,1,1,0
"Anita Wodarczyk",Poland,Athletics,2,1,1,0
"Maja Martyna Woszczowska",Poland,Cycling,2,0,2,0
"James Cunningham "Jimmy"" Wofford"","United States",Equestrianism,2,0,2,0
"Andr Gerhard Wohllebe","East Germany",Canoeing,2,0,0,2
"Jrg Woithe","East Germany",Swimming,2,1,1,0
"Katarzyna Wjcicka-Bachleda-Curu (-Trzebunia)",Poland,"Speed Skating",2,0,1,1
"Ren Wolff",Germany,Cycling,2,1,0,1
"Vilhelm Wolfhagen",Denmark,Football,2,0,2,0
"Johannes "Hans"" Wlpert"",Germany,Weightlifting,2,0,1,1
"Carolyn Virginia Wood","United States",Swimming,2,2,0,0
"Margaret Darling Woodbridge (-Presley)","United States",Swimming,2,1,1,0
"Todd Andrew Woodbridge",Australia,Tennis,2,1,1,0
"Mark Raymond Woodforde",Australia,Tennis,2,1,1,0
"George Roger Woods","United States",Athletics,2,0,2,0
"Vivian John Woodward","Great Britain",Football,2,2,0,0
"William Tripp "Bill"" Woolsey"","United States",Swimming,2,1,1,0
"Ester Workel",Netherlands,Rowing,2,0,1,1
"Kay Frances Worthington (-Teti)",Canada,Rowing,2,2,0,0
"Lode Alphonse Wouters",Belgium,Cycling,2,1,0,1
"Katarzyna Bronisawa Woniak",Poland,"Speed Skating",2,0,1,1
"Frank Seymour Wright","United States",Shooting,2,1,0,1
"John Henry Writer","United States",Shooting,2,1,1,0
"Agata Ewa Wrbel",Poland,Weightlifting,2,0,1,1
"Andrzej Wroski",Poland,Wrestling,2,2,0,0
"Jacek Roman Wszoa",Poland,Athletics,2,1,1,0
"Wu Dajing",China,"Short Track Speed Skating",2,0,1,1
"Wu Jingyu",China,Taekwondo,2,2,0,0
"Wu Xiaoxuan",China,Shooting,2,1,0,1
"Victor Steven "Vic"" Wunderle"","United States",Archery,2,0,1,1
"Paul H. (-Paul Knuth) Wyatt","United States",Swimming,2,0,1,1
"Kerry Anne Wyborn (-Newsome)",Australia,Softball,2,0,1,1
"Frederick Henry "Harry"" Wyld"","Great Britain",Cycling,2,0,0,2
"Xian Dongmei",China,Judo,2,2,0,0
"Xiao Hailiang",China,Diving,2,1,0,1
"Xiao Qin",China,Gymnastics,2,2,0,0
"Xu Anqi",China,Fencing,2,1,1,0
"Xu Haifeng",China,Shooting,2,1,0,1
"Xu Lijia",China,Sailing,2,1,0,1
"Xu Yunli",China,Volleyball,2,1,0,1
"Nikolay Ivanovich Yakovenko","Soviet Union",Wrestling,2,0,2,0
"Vasily Fyodorovich Yakusha","Soviet Union",Rowing,2,0,1,1
"Aleksandr Sergeyevich Yakushev","Soviet Union","Ice Hockey",2,2,0,0
"Viktor Prokhorovich Yakushev","Soviet Union","Ice Hockey",2,1,0,1
"Eri Yamada",Japan,Softball,2,1,0,1
"Noriko Yamaji",Japan,Softball,2,0,1,1
"Hiroshi Yamamoto",Japan,Archery,2,0,1,1
"Takashi Yamamoto",Japan,Swimming,2,0,1,1
"Koji Yamamuro",Japan,Gymnastics,2,1,1,0
"Haruhiro Yamashita (-Matsuda)",Japan,Gymnastics,2,2,0,0
"Yang Hao",China,Volleyball,2,1,0,1
"Yang Ling",China,Shooting,2,2,0,0
"Yang Wenjun",China,Canoeing,2,2,0,0
"Yang Xiao",China,Rowing,2,0,1,1
"Yang Xiaojun",China,Volleyball,2,1,0,1
"Yang Xilan",China,Volleyball,2,1,0,1
"Yang Yu",China,Swimming,2,0,2,0
"Vadym Maksymovych Yaroshchuk","Soviet Union",Swimming,2,0,0,2
"Ivan Sergeyevich Yarygin","Soviet Union",Wrestling,2,2,0,0
"Aleksey Valeryevich Yashin",Russia,"Ice Hockey",2,0,1,1
"Ye Chong",China,Fencing,2,0,2,0
"Ye Shiwen",China,Swimming,2,2,0,0
"Ivan Ivanovich Yedeshko","Soviet Union",Basketball,2,1,0,1
"Roman Nikolayevich Yegorov",Russia,Swimming,2,0,2,0
"Irina Nikolayevna Yegorova (-Pavlova)","Soviet Union","Speed Skating",2,0,2,0
"Lyudmila Borisovna Yegorova (-Sineva)","Soviet Union",Gymnastics,2,1,0,1
"Yana Karapetovna Yegoryan",Russia,Fencing,2,2,0,0
"Vyacheslav Vladimirovich Yekimov",Russia,Cycling,2,2,0,0
"Aleksandr Matveyevich Yelizarov","Soviet Union",Biathlon,2,1,0,1
"Ihor Fedorovych Yemchuk","Soviet Union",Rowing,2,0,1,1
"Hamza Yerlikaya",Turkey,Wrestling,2,2,0,0
"Oksana Ivanovna Yermakova",Russia,Fencing,2,2,0,0
"Aleksandr Borisovich Yermilov","Soviet Union",Volleyball,2,1,1,0
"Aleksandr Anatolyevich Yeryshov",Russia,"Water Polo",2,0,1,1
"Nikolay Sergeyevich Yevseyev","Soviet Union",Swimming,2,0,1,1
"Yi Siling",China,Shooting,2,1,0,1
"Yin Jian",China,Sailing,2,1,1,0
"Tefilo E. Yldefonso",Philippines,Swimming,2,0,0,2
"Marko Juhani Yli-Hannuksela",Finland,Wrestling,2,0,1,1
"Vilho Ilmari Ylnen",Finland,Shooting,2,0,1,1
"Tadayoshi Yokota",Japan,Volleyball,2,1,1,0
"Isao Yoneda",Japan,Gymnastics,2,1,0,1
"Yoko Yoneda",Japan,"Synchronized Swimming",2,0,2,0
"Yoon Jin-Hee","South Korea",Weightlifting,2,0,1,1
"Valentin Dimitrov Yordanov",Bulgaria,Wrestling,2,1,0,1
"Yoshihisa Yoshikawa",Japan,Shooting,2,0,0,2
"Yoto Vasilev Yotov",Bulgaria,Weightlifting,2,0,2,0
"Dannette Louise Young (-Stone)","United States",Athletics,2,1,1,0
"Lawrence Dean "Larry"" Young"","United States",Athletics,2,0,0,2
"Yu Ji-Hye","South Korea-1","Table Tennis",2,0,0,2
"Yu Yang",China-1,Badminton,2,1,0,1
"Yun Ok-Hui","South Korea",Archery,2,1,0,1
"Yun Yeong-Suk","South Korea",Archery,2,1,0,1
"Vasyl Petrovych Yurchenko","Soviet Union",Canoeing,2,0,1,1
"Theresa Zabell Lucas",Spain,Sailing,2,2,0,0
"Nataliya Aleksandrovna Zabolotnaya",Russia,Weightlifting,2,0,2,0
"Georg Zacharias",Germany,Swimming,2,1,0,1
"Andrejus Zadneprovskis",Lithuania,"Modern Pentathlon",2,0,1,1
"Mihai Zafiu",Romania,Canoeing,2,0,2,0
"Ilya Leonidovich Zakharov",Russia,Diving,2,1,1,0
"Tetiana Pavlivna Zakharova-Nadyrova","Soviet Union",Basketball,2,2,0,0
"Marat Sagitovich Zakirov",Russia,"Water Polo",2,0,1,1
"Gyrgy Zala",Hungary,Canoeing,2,0,0,2
"Munawaruz Zaman",Pakistan,Hockey,2,0,1,1
"Bruno Erich Zander",Germany,Hockey,2,0,1,1
"Holger Zander",Germany,Canoeing,2,0,1,1
"John Adolf Fredrik Zander",Sweden,Athletics,2,0,1,1
"Falko Zandstra",Netherlands,"Speed Skating",2,0,1,1
"Arthur Nabarrete Zanetti",Brazil,Gymnastics,2,1,1,0
"Jzef Zapdzki",Poland,Shooting,2,2,0,0
"Aleksandr Gennadyevich Zaytsev","Soviet Union-1","Figure Skating",2,2,0,0
"Ivan Zaytsev",Italy,Volleyball,2,0,1,1
"Oleg Alekseyevich Zaytsev","Soviet Union","Ice Hockey",2,2,0,0
"Monika Zehrt (-Landgraf)","East Germany",Athletics,2,2,0,0
"Jan elezn",Czechoslovakia,Athletics,2,1,1,0
"Jan elezn","Czech Republic",Athletics,2,2,0,0
"Philipp Zeller",Germany,Hockey,2,2,0,0
"Eduard Grigoryevich Zenovka","Unified Team","Modern Pentathlon",2,0,1,1
"Steffen Zesner","East Germany",Swimming,2,0,1,1
"Steffen Zesner",Germany,Swimming,2,0,0,2
"Carl Henrik Zetterberg",Sweden,"Ice Hockey",2,1,1,0
"Leonid Ivanovych Zhabotynskiy","Soviet Union",Weightlifting,2,2,0,0
"Aleksey Yuryevich Zhamnov",Russia,"Ice Hockey",2,0,1,1
"Zhan Xugang",China,Weightlifting,2,2,0,0
"Zhang Chenglong",China,Gymnastics,2,1,0,1
"Zhang Jun",China-2,Badminton,2,2,0,0
"Zhang Na",China,Volleyball,2,1,0,1
"Zhang Ning",China,Badminton,2,2,0,0
"Zhang Wenxiu",China,Athletics,2,0,1,1
"Zhang Xianghua",China,Rowing,2,0,1,1
"Zhang Xiangxiang",China,Weightlifting,2,1,0,1
"Zhao Hongbo",China-1,"Figure Skating",2,1,0,1
"Zhao Ruirui",China,Volleyball,2,1,0,1
"Alzhan Musurbekovich Zharmukhamedov","Soviet Union",Basketball,2,1,0,1
"Zheng Haixia",China,Basketball,2,0,1,1
"Zheng Meizhu",China,Volleyball,2,1,0,1
"Vladimir Viktorovich Zhigily","Soviet Union",Basketball,2,0,0,2
"Viktor Vasilyevich Zhluktov","Soviet Union","Ice Hockey",2,1,1,0
"Zhou Shouying",China,Rowing,2,0,1,1
"Zhou Suhong",China,Volleyball,2,1,0,1
"Zhu Qinan",China,Shooting,2,1,1,0
"Bolat Nuriddinovich Zhumadilov",Kazakhstan,Boxing,2,0,2,0
"Heorhiy Semenovych Zhylin","Soviet Union",Rowing,2,0,1,1
"Bengt Zikarsky",Germany,Swimming,2,0,0,2
"Yevgeny Vladimirovich Zimin","Soviet Union","Ice Hockey",2,2,0,0
"Irek Khaydarovich Zinnurov",Russia,"Water Polo",2,0,1,1
"Carola Zirzow (-Drechsler)","East Germany",Canoeing,2,1,0,1
"Petr Kop",Czechoslovakia,Volleyball,2,0,1,1
"Kerstin Kppen (Kosbab-)",Germany,Rowing,2,2,0,0
"Anna Korakaki",Greece,Shooting,2,1,0,1
"Win Kalevi Korhonen",Finland,"Modern Pentathlon",2,0,0,2
"Dorothea "Dora"" Kring"",Germany,Tennis,2,1,1,0
"Mikheil Korkia","Soviet Union",Basketball,2,1,0,1
"Alison Jennifer Korn",Canada,Rowing,2,0,1,1
"Oliver Korn",Germany,Hockey,2,2,0,0
"Yury Ivanovich Korneyev","Soviet Union",Basketball,2,0,2,0
"Ihor Oleksiyovych Korobchinskiy","Unified Team",Gymnastics,2,1,0,1
"Nikolay Pavlovich Korolkov","Soviet Union",Equestrianism,2,1,1,0
"Yevgeny Viktorovich Korolkov","Soviet Union",Gymnastics,2,1,1,0
"Ilona Kalyuvna Korstin",Russia,Basketball,2,0,0,2
"Aleksandr Borisovich Kosaryev",Russia,Volleyball,2,0,0,2
"Marina Vladimirovna Koshevaya","Soviet Union",Swimming,2,1,0,1
"Viktor Ivanovich Kosichkin","Soviet Union","Speed Skating",2,1,1,0
"an Koir",Slovenia,Snowboarding,2,0,1,1
"Lauri Koskela",Finland,Wrestling,2,1,0,1
"Dennis Marwin Koslowski","United States",Wrestling,2,0,1,1
"Stefka Georgieva Kostadinova (-Petrova  -Popovasileva)",Bulgaria,Athletics,2,1,1,0
"Guram Kostava","Soviet Union",Fencing,2,0,0,2
"Mikako Kotani",Japan,"Synchronized Swimming",2,0,0,2
"Sergey Vladimirovich Kotenko","Soviet Union","Water Polo",2,1,0,1
"Rosemarie Kother-Gabriel","East Germany",Swimming,2,1,0,1
"Wiradech Kothny",Germany,Fencing,2,0,0,2
"Tatyana Vladimirovna Kotova",Russia,Athletics,2,0,0,2
"Grzegorz Leon Kotowicz",Poland,Canoeing,2,0,0,2
"Jan Koutn",Czechoslovakia,Gymnastics,2,0,2,0
"Slobodan Kova","Serbia and Montenegro",Volleyball,2,1,0,1
"Zdravko-iro Kovai",Yugoslavia,"Water Polo",2,0,2,0
"gnes Kovcs",Hungary,Swimming,2,1,0,1
"Istvn Kovcs",Hungary,Boxing,2,1,0,1
"Ivn Kovcs",Hungary,Fencing,2,0,2,0
"Tams Kovcs",Hungary,Fencing,2,0,0,2
"Serhiy Ivanovych Kovalenko","Soviet Union",Basketball,2,1,0,1
"Aleksandr Vladimirovich Kovalyov",Russia,Canoeing,2,0,1,1
"Csaba Kves",Hungary,Fencing,2,0,2,0
"Yury Aleksandrovich Kovshov","Soviet Union",Equestrianism,2,1,1,0
"Jan Kowalczyk",Poland,Equestrianism,2,1,1,0
"Kerstin Kowalski-El-Qalqili",Germany,Rowing,2,2,0,0
"Aleksandr Viktorovich Kozhevnikov","Soviet Union","Ice Hockey",2,2,0,0
"Lech Koziejowski",Poland,Fencing,2,1,0,1
"Nikolay Nikolayevich Kozlov",Russia,"Water Polo",2,0,1,1
"Anna A. Kozlova","United States","Synchronized Swimming",2,0,0,2
"Istvn Kozma",Hungary,Wrestling,2,2,0,0
"Gyrgy Kozmann",Hungary,Canoeing,2,0,0,2
"Primo Kozmus",Slovenia,Athletics,2,1,1,0
"Szymon Piotr Koecki",Poland,Weightlifting,2,0,2,0
"Karen Kraft (-Rigsby)","United States",Rowing,2,0,1,1
"Annike Berit Krahn",Germany,Football,2,1,0,1
"Serhiy Oleksandrovych Krasiuk","Soviet Union",Swimming,2,1,1,0
"Alanna Kraus (-Handley)",Canada,"Short Track Speed Skating",2,0,1,1
"Roswitha Krause","East Germany",Handball,2,0,1,1
"Valery Ivanovich Kravchenko","Soviet Union",Volleyball,2,1,0,1
"Igor Aleksandrovich Kravchuk",Russia,"Ice Hockey",2,0,1,1
"Vladimir Nikolayevich Kravtsov","Soviet Union",Handball,2,1,1,0
"Galina Sergeyevna Kreft-Alekseyeva","Soviet Union",Canoeing,2,1,1,0
"Kelly Kretschman","United States",Softball,2,1,1,0
"Waltraud Kretzschmar (Hermann-  -Czelake)","East Germany",Handball,2,0,1,1
"Vitold Anatolyevich Kreyer","Soviet Union",Athletics,2,0,0,2
"Milorad Krivokapi",Yugoslavia,"Water Polo",2,1,1,0
"Denis Ivanovich Krivoshlykov",Russia,Handball,2,1,0,1
"Magnus Krog",Norway,"Nordic Combined",2,1,0,1
"Sylvio Kroll","East Germany",Gymnastics,2,0,2,0
"Petra Kronberger",Austria,"Alpine Skiing",2,2,0,0
"Hans Niklas Kronwall",Sweden,"Ice Hockey",2,1,1,0
"Nikolay Konstantinovich Kruglov","Soviet Union",Biathlon,2,2,0,0
"Jan Hendrik "Roepie"" Kruize"",Netherlands,Hockey,2,0,1,1
"Krystyna Krupa (Malinowska-)",Poland,Volleyball,2,0,0,2
"Jens Kruppa",Germany,Swimming,2,0,1,1
"Nikita Valeryevich Kryukov",Russia,"Cross Country Skiing",2,1,1,0
"Nikolay Vyacheslavovich Kryukov",Russia,Gymnastics,2,1,0,1
"Elbieta Maria Krzesiska-Duska",Poland,Athletics,2,1,1,0
"Adam Artur Krzesiski",Poland,Fencing,2,0,1,1
"Eldar-Luk'a K'urt'anidze",Georgia,Wrestling,2,0,0,2
"Ku Bon-Chan","South Korea",Archery,2,2,0,0
"Jna Kubikov-Posnerov",Czechoslovakia,Gymnastics,2,0,2,0
"Tomasz Bogusaw Kucharski",Poland,Rowing,2,2,0,0
"Alfred Iosifovich Kuchevsky","Soviet Union","Ice Hockey",2,1,0,1
"Vasily Aleksandrovich Kudinov",Russia,Handball,2,1,0,1
"Bohumil Kudrna",Czechoslovakia,Canoeing,2,1,1,0
"Besik Serodinovich Kudukhov",Russia,Wrestling,2,0,1,1
"Andreas Kuffner",Germany,Rowing,2,1,1,0
"Frank X. Kugler",Germany,Weightlifting,2,0,0,2
"Virpi Katriina Kuitunen (-Sarasvuo)",Finland,"Cross Country Skiing",2,0,0,2
"Krisztin Kulcsr",Hungary,Fencing,2,0,2,0
"Jerzy Zdzisaw Kulej",Poland,Boxing,2,2,0,0
"Jaroslav Kulhav","Czech Republic",Cycling,2,1,1,0
"Vladislav Vladimirovich Kulikov",Russia,Swimming,2,0,1,1
"Yevgeny Nikolayevich Kulikov","Soviet Union","Speed Skating",2,1,1,0
"Ichiya Kumagae",Japan,Tennis,2,0,2,0
"Amir Chand Kumar",India,Hockey,2,2,0,0
"Sushil Kumar Solanki",India,Wrestling,2,0,1,1
"Astrid Kumbernuss",Germany,Athletics,2,1,0,1
"Joachim Kunz","East Germany",Weightlifting,2,1,1,0
"Courtney Anne Kupets (-Carter)","United States",Gymnastics,2,0,1,1
"Lothar Kurbjuweit","East Germany",Football,2,1,0,1
"Vyacheslav Grigoryevich Kurennoy","Soviet Union","Water Polo",2,0,1,1
"Viktor Grigoryevich Kurentsov","Soviet Union",Weightlifting,2,1,1,0
"Robert Albert "Bob"" Kurland"","United States",Basketball,2,2,0,0
"Xaver Kurmann",Switzerland,Cycling,2,0,1,1
"Anne Kindig Kursinski","United States",Equestrianism,2,0,2,0
"Rimas Kurtinaitis",Lithuania,Basketball,2,0,0,2
"Amanda Maria Kurtovic",Norway,Handball,2,1,0,1
"Serhiy Heorgiyovych Kushniriuk","Soviet Union",Handball,2,1,1,0
"Marian Zygmunt "Marek"" Kuszewski"",Poland,Fencing,2,0,2,0
"Mateusz Kusznierewicz",Poland,Sailing,2,1,0,1
"Volodymyr Petrovych Kuts","Soviet Union",Athletics,2,2,0,0
"Marco Kutscher",Germany,Equestrianism,2,0,0,2
"Olga Sergeyevna Kuzenkova",Russia,Athletics,2,1,1,0
"Slobodan Kuzmanovski",Yugoslavia,Handball,2,1,0,1
"Lev Fyodorovich Kuznetsov","Soviet Union",Fencing,2,0,0,2
"Vasily Dmitriyevich Kuznetsov","Soviet Union",Athletics,2,0,0,2
"Viktor Aleksandrovich Kuznetsov","Soviet Union",Swimming,2,0,2,0
"Michelle Wingshan Kwan (-Pell)","United States","Figure Skating",2,0,1,1
"Czesaw Kwieciski",Poland,Wrestling,2,0,0,2
"Emma Kriistina Laaksonen-Terho",Finland,"Ice Hockey",2,0,0,2
"Lloyd Barrington LaBeach",Panama,Athletics,2,0,0,2
"mile Henri Lachapelle",Switzerland,Rowing,2,2,0,0
"Karen Vilhelmine Lachmann",Denmark,Fencing,2,0,1,1
"Ethel Minnie Lackie (-Watkins)","United States",Swimming,2,2,0,0
"Blaenko Lackovi",Croatia,Handball,2,1,0,1
"Du'aine Ladejo (Thorne-)","Great Britain",Athletics,2,0,1,1
"Bernard Kipchirchir Lagat",Kenya,Athletics,2,0,1,1
"Johan Leonard "Leon"" Lagerlf"",Sweden,Shooting,2,0,1,1
"Yevgeny Aleksandrovich Lagunov",Russia,Swimming,2,0,1,1
"Janne Petteri Lahtela",Finland,"Freestyle Skiing",2,1,1,0
